# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2024-08-22T00:00:00.0,
# Date end (ISO 8601): 2025-12-23T00:00:00.0,
# Latitude (positive North,ISO 19115): 53.6985
# Longitude (positive East,ISO 19115): -6.2080
# Altitude (m): 0.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2025-12-24,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2025-07-01T16:00:00.0/2025-07-01T17:00:00.0;770.2075;552.9999;429.6028;123.3971;733.7186;346.6117;107.9356;238.6761;190.9547;1.0000,
2025-07-01T17:00:00.0/2025-07-01T18:00:00.0;597.2460;406.7266;302.0706;104.6561;663.9854;205.5682;26.2053;179.3629;53.3321;1.0000,
2025-07-01T18:00:00.0/2025-07-01T19:00:00.0;411.9053;254.9431;172.9413;82.0018;547.2732;111.4899;1.5532;109.9367;4.5323;1.0000,
2025-07-01T19:00:00.0/2025-07-01T20:00:00.0;226.8093;115.7734;63.3503;52.4231;351.6580;65.8851;7.3788;58.5063;50.6714;1.0000,
2025-07-01T20:00:00.0/2025-07-01T21:00:00.0;56.5242;19.6416;5.8998;13.7418;79.8833;13.6936;0.6431;13.0505;6.6841;0.7333,
2025-07-01T21:00:00.0/2025-07-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-01T22:00:00.0/2025-07-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-01T23:00:00.0/2025-07-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T00:00:00.0/2025-07-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T01:00:00.0/2025-07-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T02:00:00.0/2025-07-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T03:00:00.0/2025-07-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T04:00:00.0/2025-07-02T05:00:00.0;61.3352;22.1037;7.2933;14.8104;95.1395;2.4833;0.0000;2.4833;0.0000;0.5667,
2025-07-02T05:00:00.0/2025-07-02T06:00:00.0;232.9800;122.8640;70.8197;52.0443;384.0898;16.6380;0.0013;16.6367;0.0054;0.9667,
2025-07-02T06:00:00.0/2025-07-02T07:00:00.0;418.2488;265.1513;186.0500;79.1013;580.4037;113.4743;3.2985;110.1757;10.5515;1.0000,
2025-07-02T07:00:00.0/2025-07-02T08:00:00.0;603.3027;419.2078;320.4481;98.7597;697.3282;210.1106;25.9946;184.1160;52.2921;1.0000,
2025-07-02T08:00:00.0/2025-07-02T09:00:00.0;775.5295;567.6976;454.5584;113.1391;770.9985;466.5888;227.5095;239.0793;382.8238;1.0000,
2025-07-02T09:00:00.0/2025-07-02T10:00:00.0;923.1895;695.2980;567.8361;127.4619;809.9021;674.6618;524.6107;150.0511;748.8802;1.0000,
2025-07-02T10:00:00.0/2025-07-02T11:00:00.0;1036.2155;791.3457;648.4072;142.9385;824.1439;679.5709;416.9398;262.6312;527.9363;1.0000,
2025-07-02T11:00:00.0/2025-07-02T12:00:00.0;1106.8995;850.0192;694.1077;155.9115;825.9686;832.1367;651.2193;180.9174;775.4073;1.0000,
2025-07-02T12:00:00.0/2025-07-02T13:00:00.0;1130.4189;868.8644;707.3792;161.4852;824.2330;511.1399;191.7869;319.3530;223.5708;1.0000,
2025-07-02T13:00:00.0/2025-07-02T14:00:00.0;1105.1648;846.3361;686.7804;159.5557;818.4716;667.4366;426.4172;241.0193;511.9292;1.0000,
2025-07-02T14:00:00.0/2025-07-02T15:00:00.0;1032.8521;781.9399;627.3547;154.5852;799.8407;565.5627;343.8549;221.7078;430.4277;1.0000,
2025-07-02T15:00:00.0/2025-07-02T16:00:00.0;918.4029;680.8463;535.9985;144.8477;768.2531;653.4398;495.2448;158.1950;712.9562;1.0000,
2025-07-02T16:00:00.0/2025-07-02T17:00:00.0;769.6110;551.1367;421.1640;129.9727;719.7271;517.0820;348.5039;168.5781;600.1859;1.0000,
2025-07-02T17:00:00.0/2025-07-02T18:00:00.0;596.6102;403.4152;292.6628;110.7523;643.7338;387.0625;262.2756;124.7869;567.4240;1.0000,
2025-07-02T18:00:00.0/2025-07-02T19:00:00.0;411.1838;253.1619;169.0649;84.0971;536.8550;110.5424;11.4076;99.1348;35.6466;1.0000,
2025-07-02T19:00:00.0/2025-07-02T20:00:00.0;225.9612;116.9102;65.9024;51.0078;369.5344;73.8634;18.1724;55.6911;131.2203;1.0000,
2025-07-02T20:00:00.0/2025-07-02T21:00:00.0;55.6785;20.0694;6.8369;13.2325;94.4391;20.0694;6.8369;13.2325;94.4391;0.7417,
2025-07-02T21:00:00.0/2025-07-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T22:00:00.0/2025-07-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-02T23:00:00.0/2025-07-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T00:00:00.0/2025-07-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T01:00:00.0/2025-07-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T02:00:00.0/2025-07-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T03:00:00.0/2025-07-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T04:00:00.0/2025-07-03T05:00:00.0;59.5462;22.8478;9.6002;13.2475;128.7976;13.6206;0.0022;13.6184;0.0297;0.5750,
2025-07-03T05:00:00.0/2025-07-03T06:00:00.0;230.9562;126.7575;82.8147;43.9428;456.2035;86.1177;6.4750;79.6428;29.7987;0.9667,
2025-07-03T06:00:00.0/2025-07-03T07:00:00.0;416.3070;267.2221;201.0081;66.2140;631.5597;201.8082;58.6663;143.1419;184.7958;1.0000,
2025-07-03T07:00:00.0/2025-07-03T08:00:00.0;601.4833;416.2561;330.5150;85.7411;722.0212;305.5785;101.6961;203.8824;223.4115;1.0000,
2025-07-03T08:00:00.0/2025-07-03T09:00:00.0;773.8640;558.9673;456.8354;102.1319;776.8083;467.0571;267.3015;199.7556;454.5914;1.0000,
2025-07-03T09:00:00.0/2025-07-03T10:00:00.0;921.6984;675.5588;535.2451;140.3138;765.5807;494.7540;194.9738;299.7802;281.2324;1.0000,
2025-07-03T10:00:00.0/2025-07-03T11:00:00.0;1034.9070;757.0443;559.0463;197.9979;711.8736;362.7060;45.8585;316.8474;59.5976;1.0000,
2025-07-03T11:00:00.0/2025-07-03T12:00:00.0;1105.7688;802.8116;554.7675;248.0442;661.0111;363.5850;27.3467;336.2383;32.5293;1.0000,
2025-07-03T12:00:00.0/2025-07-03T13:00:00.0;1129.4485;816.1655;547.4586;268.7069;638.4329;382.7773;48.5393;334.2379;56.5725;1.0000,
2025-07-03T13:00:00.0/2025-07-03T14:00:00.0;1104.3256;795.1844;537.5264;257.6581;641.0905;461.7457;103.3023;358.4434;124.2563;1.0000,
2025-07-03T14:00:00.0/2025-07-03T15:00:00.0;1032.1056;732.5826;492.2126;240.3699;627.9767;481.2910;183.6398;297.6513;236.6758;1.0000,
2025-07-03T15:00:00.0/2025-07-03T16:00:00.0;917.7039;636.3997;422.7644;213.6352;606.5034;410.1924;114.9869;295.2055;160.2410;1.0000,
2025-07-03T16:00:00.0/2025-07-03T17:00:00.0;768.9106;514.7597;335.3917;179.3680;573.7220;422.9714;224.3560;198.6154;395.7099;1.0000,
2025-07-03T17:00:00.0/2025-07-03T18:00:00.0;595.8590;375.5962;233.0943;142.5020;513.2728;355.2275;203.9074;151.3201;454.2093;1.0000,
2025-07-03T18:00:00.0/2025-07-03T19:00:00.0;410.3358;229.2039;124.2459;104.9580;392.4197;210.3545;103.0719;107.2825;317.0530;1.0000,
2025-07-03T19:00:00.0/2025-07-03T20:00:00.0;224.9766;98.1707;37.5113;60.6595;206.1656;95.3975;34.8542;60.5433;193.9188;1.0000,
2025-07-03T20:00:00.0/2025-07-03T21:00:00.0;54.7515;15.9125;2.5840;13.3285;35.0195;15.7650;2.5377;13.2273;34.5317;0.7417,
2025-07-03T21:00:00.0/2025-07-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T22:00:00.0/2025-07-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-03T23:00:00.0/2025-07-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T00:00:00.0/2025-07-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T01:00:00.0/2025-07-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T02:00:00.0/2025-07-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T03:00:00.0/2025-07-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T04:00:00.0/2025-07-04T05:00:00.0;57.6872;17.5771;3.2380;14.3391;42.7460;2.0745;0.0000;2.0745;0.0000;0.5833,
2025-07-04T05:00:00.0/2025-07-04T06:00:00.0;228.8276;105.3676;45.0454;60.3222;244.0470;22.4513;0.0145;22.4369;0.0868;0.9667,
2025-07-04T06:00:00.0/2025-07-04T07:00:00.0;414.2715;241.8762;144.6199;97.2562;452.9221;81.2831;11.2482;70.0349;36.6545;1.0000,
2025-07-04T07:00:00.0/2025-07-04T08:00:00.0;599.5801;395.8191;277.5152;118.3039;606.4020;52.6287;0.0015;52.6272;0.0033;1.0000,
2025-07-04T08:00:00.0/2025-07-04T09:00:00.0;772.1228;545.8246;420.8629;124.9617;716.3073;61.5335;0.0000;61.5335;0.0001;1.0000,
2025-07-04T09:00:00.0/2025-07-04T10:00:00.0;920.1373;674.6732;547.9381;126.7350;783.7998;147.8460;0.1036;147.7424;0.1467;1.0000,
2025-07-04T10:00:00.0/2025-07-04T11:00:00.0;1033.5315;771.7657;643.4830;128.2827;819.8367;162.6856;0.0787;162.6069;0.1016;1.0000,
2025-07-04T11:00:00.0/2025-07-04T12:00:00.0;1104.5710;832.7245;705.8792;126.8453;841.6566;193.5714;0.4174;193.1540;0.4947;1.0000,
2025-07-04T12:00:00.0/2025-07-04T13:00:00.0;1128.4080;852.7151;727.9190;124.7962;849.6591;242.5170;3.9574;238.5596;4.6206;1.0000,
2025-07-04T13:00:00.0/2025-07-04T14:00:00.0;1103.4105;830.4348;707.8659;122.5689;844.9324;250.5727;3.5283;247.0444;4.2579;1.0000,
2025-07-04T14:00:00.0/2025-07-04T15:00:00.0;1031.2753;767.6555;649.2863;118.3691;829.0875;282.6125;9.4112;273.2013;11.9691;1.0000,
2025-07-04T15:00:00.0/2025-07-04T16:00:00.0;916.9112;670.7793;561.6735;109.1058;806.5429;134.9574;0.1834;134.7739;0.2509;1.0000,
2025-07-04T16:00:00.0/2025-07-04T17:00:00.0;768.1053;547.1210;452.1080;95.0130;774.5292;87.1783;0.0016;87.1767;0.0026;1.0000,
2025-07-04T17:00:00.0/2025-07-04T18:00:00.0;594.9917;405.1926;326.6096;78.5830;721.2805;68.1466;0.0254;68.1211;0.0553;1.0000,
2025-07-04T18:00:00.0/2025-07-04T19:00:00.0;409.3607;255.4016;190.9401;64.4615;607.9725;20.4277;0.0000;20.4277;0.0000;1.0000,
2025-07-04T19:00:00.0/2025-07-04T20:00:00.0;223.8551;115.3104;69.7280;45.5824;392.0171;64.5256;18.8064;45.7192;122.4050;1.0000,
2025-07-04T20:00:00.0/2025-07-04T21:00:00.0;53.6881;18.5994;6.2795;12.3199;87.1964;7.8080;0.0700;7.7380;0.7448;0.7500,
2025-07-04T21:00:00.0/2025-07-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T22:00:00.0/2025-07-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-04T23:00:00.0/2025-07-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T00:00:00.0/2025-07-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T01:00:00.0/2025-07-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T02:00:00.0/2025-07-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T03:00:00.0/2025-07-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T04:00:00.0/2025-07-05T05:00:00.0;55.7653;18.9190;5.6878;13.2312;77.7519;2.2453;0.0000;2.2453;0.0000;0.5917,
2025-07-05T05:00:00.0/2025-07-05T06:00:00.0;226.5957;112.8776;61.0497;51.8279;339.2190;28.4936;0.0138;28.4798;0.0691;0.9667,
2025-07-05T06:00:00.0/2025-07-05T07:00:00.0;412.1436;250.3095;168.8851;81.4244;533.6924;57.9131;1.7941;56.1191;4.8591;1.0000,
2025-07-05T07:00:00.0/2025-07-05T08:00:00.0;597.5942;402.3595;301.4808;100.8788;661.8896;200.4601;15.9699;184.4902;33.9434;1.0000,
2025-07-05T08:00:00.0/2025-07-05T09:00:00.0;770.3068;549.9657;436.7117;113.2540;745.5290;318.2669;52.7293;265.5376;86.7461;1.0000,
2025-07-05T09:00:00.0/2025-07-05T10:00:00.0;918.5070;673.8715;540.1744;133.6971;774.6760;479.1063;155.2994;323.8069;223.6564;1.0000,
2025-07-05T10:00:00.0/2025-07-05T11:00:00.0;1032.0894;763.8192;600.0014;163.8177;765.8029;506.9191;110.3332;396.5859;140.7397;1.0000,
2025-07-05T11:00:00.0/2025-07-05T12:00:00.0;1103.3064;817.4203;626.1275;191.2928;747.5568;540.1345;121.5098;418.6247;145.2057;1.0000,
2025-07-05T12:00:00.0/2025-07-05T13:00:00.0;1127.2974;834.3337;629.7894;204.5443;735.8447;505.7686;103.2616;402.5069;120.6536;1.0000,
2025-07-05T13:00:00.0/2025-07-05T14:00:00.0;1102.4194;812.6147;608.0612;204.5535;726.4287;468.8500;77.1074;391.7426;91.9467;1.0000,
2025-07-05T14:00:00.0/2025-07-05T15:00:00.0;1030.3606;749.2159;549.5983;199.6177;702.3163;370.8141;41.8489;328.9653;52.9647;1.0000,
2025-07-05T15:00:00.0/2025-07-05T16:00:00.0;916.0240;650.3844;464.7294;185.6550;667.7659;270.6588;16.1741;254.4848;23.6281;1.0000,
2025-07-05T16:00:00.0/2025-07-05T17:00:00.0;767.1946;524.3066;361.2110;163.0956;619.0596;262.5323;22.7156;239.8167;40.8626;1.0000,
2025-07-05T17:00:00.0/2025-07-05T18:00:00.0;594.0076;380.9596;246.7202;134.2394;544.7404;221.5834;24.4606;197.1228;56.1250;1.0000,
2025-07-05T18:00:00.0/2025-07-05T19:00:00.0;408.2579;230.3698;127.1537;103.2161;402.8238;95.1455;6.0006;89.1449;16.6658;1.0000,
2025-07-05T19:00:00.0/2025-07-05T20:00:00.0;222.5965;96.8951;36.2341;60.6610;200.2745;72.8921;15.9103;56.9818;103.2439;1.0000,
2025-07-05T20:00:00.0/2025-07-05T21:00:00.0;52.5504;15.0755;2.2554;12.8201;30.9442;11.7022;0.6149;11.0873;6.6731;0.7500,
2025-07-05T21:00:00.0/2025-07-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T22:00:00.0/2025-07-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-05T23:00:00.0/2025-07-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T00:00:00.0/2025-07-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T01:00:00.0/2025-07-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T02:00:00.0/2025-07-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T03:00:00.0/2025-07-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T04:00:00.0/2025-07-06T05:00:00.0;53.7873;19.2211;6.4557;12.7654;89.6753;12.8761;0.0192;12.8570;0.2661;0.6000,
2025-07-06T05:00:00.0/2025-07-06T06:00:00.0;224.2619;117.2728;67.8311;49.4416;382.0542;108.8674;55.2618;53.6056;284.7657;0.9667,
2025-07-06T06:00:00.0/2025-07-06T07:00:00.0;409.9247;257.7023;182.8016;74.9008;581.1102;210.6719;110.7763;99.8956;331.3634;1.0000,
2025-07-06T07:00:00.0/2025-07-06T08:00:00.0;595.5268;410.7389;322.7519;87.9869;711.2340;236.9412;51.6753;185.2659;118.3880;1.0000,
2025-07-06T08:00:00.0/2025-07-06T09:00:00.0;768.4169;557.8948;464.4935;93.4013;794.9943;412.9102;224.6311;188.2792;389.8112;1.0000,
2025-07-06T09:00:00.0/2025-07-06T10:00:00.0;916.8079;684.2686;582.7629;101.5056;836.9984;224.5934;5.1210;219.4724;7.2423;1.0000,
2025-07-06T10:00:00.0/2025-07-06T11:00:00.0;1030.5808;780.0247;665.5809;114.4438;850.5935;229.4081;2.3035;227.1046;2.9536;1.0000,
2025-07-06T11:00:00.0/2025-07-06T12:00:00.0;1101.9749;839.3944;713.5093;125.8851;852.8423;423.1134;66.9417;356.1717;79.7152;1.0000,
2025-07-06T12:00:00.0/2025-07-06T13:00:00.0;1126.1163;857.8817;724.1445;133.7371;846.9885;542.5746;167.8526;374.7220;196.2233;1.0000,
2025-07-06T13:00:00.0/2025-07-06T14:00:00.0;1101.3518;833.7703;696.2913;137.4790;832.6476;293.2257;28.8438;264.3818;34.0961;1.0000,
2025-07-06T14:00:00.0/2025-07-06T15:00:00.0;1029.3610;768.2272;629.8411;138.3861;805.6706;365.9559;55.7526;310.2032;73.2265;1.0000,
2025-07-06T15:00:00.0/2025-07-06T16:00:00.0;915.0419;667.8671;534.1196;133.7475;768.3324;261.9102;19.2757;242.6345;26.6902;1.0000,
2025-07-06T16:00:00.0/2025-07-06T17:00:00.0;766.1779;540.4434;417.3007;123.1427;716.2417;195.9710;5.2588;190.7122;8.8392;1.0000,
2025-07-06T17:00:00.0/2025-07-06T18:00:00.0;592.9061;394.7332;287.2947;107.4385;635.6943;171.2920;15.1651;156.1269;30.8818;1.0000,
2025-07-06T18:00:00.0/2025-07-06T19:00:00.0;407.0271;245.2281;161.6642;83.5640;517.7186;93.7616;5.4178;88.3439;20.6544;1.0000,
2025-07-06T19:00:00.0/2025-07-06T20:00:00.0;221.2002;109.8876;58.8041;51.0835;334.3444;92.0464;27.0177;65.0287;137.7372;1.0000,
2025-07-06T20:00:00.0/2025-07-06T21:00:00.0;51.2880;17.3459;5.1650;12.1808;73.4648;4.2655;0.0131;4.2524;0.1426;0.7583,
2025-07-06T21:00:00.0/2025-07-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T22:00:00.0/2025-07-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-06T23:00:00.0/2025-07-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T00:00:00.0/2025-07-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T01:00:00.0/2025-07-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T02:00:00.0/2025-07-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T03:00:00.0/2025-07-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T04:00:00.0/2025-07-07T05:00:00.0;51.7602;18.2941;5.7186;12.5754;80.7626;6.8906;0.0000;6.8906;0.0000;0.6083,
2025-07-07T05:00:00.0/2025-07-07T06:00:00.0;221.8275;114.9636;63.2869;51.6767;359.5251;55.1694;4.1725;50.9970;18.7147;0.9667,
2025-07-07T06:00:00.0/2025-07-07T07:00:00.0;407.6158;255.0919;172.5057;82.5862;551.5839;220.1822;122.4940;97.6883;382.5123;1.0000,
2025-07-07T07:00:00.0/2025-07-07T08:00:00.0;593.3789;408.3090;303.7814;104.5275;671.9306;361.2832;228.4149;132.8683;504.5642;1.0000,
2025-07-07T08:00:00.0/2025-07-07T09:00:00.0;766.4538;556.3322;435.5887;120.7435;747.5048;441.7592;234.8917;206.8675;397.0555;1.0000,
2025-07-07T09:00:00.0/2025-07-07T10:00:00.0;915.0406;685.7480;553.7407;132.0074;796.6093;660.1099;501.3166;158.7933;718.2687;1.0000,
2025-07-07T10:00:00.0/2025-07-07T11:00:00.0;1029.0063;785.6509;646.7661;138.8848;827.7139;785.6509;646.7661;138.8848;827.7139;1.0000,
2025-07-07T11:00:00.0/2025-07-07T12:00:00.0;1100.5764;848.1449;705.3516;142.7933;844.1343;827.5873;654.2104;173.3770;783.5882;1.0000,
2025-07-07T12:00:00.0/2025-07-07T13:00:00.0;1124.8647;863.6205;707.2545;156.3661;828.1733;791.3158;535.2393;256.0765;626.8275;1.0000,
2025-07-07T13:00:00.0/2025-07-07T14:00:00.0;1100.2073;830.6580;653.9235;176.7346;782.6952;711.3035;412.3050;298.9986;492.1587;1.0000,
2025-07-07T14:00:00.0/2025-07-07T15:00:00.0;1028.2759;755.7837;564.9367;190.8470;723.1483;603.9811;286.2879;317.6932;367.3911;1.0000,
2025-07-07T15:00:00.0/2025-07-07T16:00:00.0;913.9642;652.6284;469.0247;183.6037;675.5905;575.7475;328.9280;246.8195;474.3815;1.0000,
2025-07-07T16:00:00.0/2025-07-07T17:00:00.0;765.0545;529.0634;370.9112;158.1522;637.7189;449.5320;242.0996;207.4324;411.6145;1.0000,
2025-07-07T17:00:00.0/2025-07-07T18:00:00.0;591.6868;387.2029;258.5243;128.6787;573.4112;323.3133;165.5527;157.7605;362.5765;1.0000,
2025-07-07T18:00:00.0/2025-07-07T19:00:00.0;405.6678;240.6207;145.5753;95.0454;467.4719;156.3484;49.4364;106.9120;145.9598;1.0000,
2025-07-07T19:00:00.0/2025-07-07T20:00:00.0;219.6663;107.6003;52.0900;55.5103;298.0538;38.3378;0.0534;38.2843;0.3540;1.0000,
2025-07-07T20:00:00.0/2025-07-07T21:00:00.0;49.9491;16.9381;4.4705;12.4676;64.1314;9.8478;0.0012;9.8467;0.0166;0.6333,
2025-07-07T21:00:00.0/2025-07-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T22:00:00.0/2025-07-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-07T23:00:00.0/2025-07-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-08T00:00:00.0/2025-07-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-08T01:00:00.0/2025-07-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-08T02:00:00.0/2025-07-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-08T03:00:00.0/2025-07-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2025-07-08T04:00:00.0/2025-07-08T05:00:00.0;49.6904;18.3618;6.6835;11.6783;96.4367;2.1362;0.0000;2.1362;0.0000;0.6167,
